Acquire_credit_card_next_month,Gender,Marital_Status,Age,Race,Address_Type,Holding_Paylah!,Holding_Unsecured Loan,Holding_Secured Loan,Holding_Mortgage,Holding_Investment,Holding_Insurance,Holding_Internet Banking,Holding_Mobile Banking,Monthly_Income,Total_Asset,BookMusic_Spend,Dining_Spend,Suppermarket_Spend,Travel_Spend,Inflow_Transaction_Count,Non_financial_Transaction_Count
0,F,Married,31,Others,HDB,1,0,0,0,0,0,1,1,1506.814091,697.3677529,0,0,0,0,1320.41633,3.075823379
0,M,Married,37,Indian,HDB,1,0,0,0,0,0,1,1,3026.076519,5.43520114,0,103.1420399,516.7121346,0,5755.249957,16.48892488
0,M,Single,26,Indian,HDB,1,0,0,0,0,0,1,1,3474.99985,2850.337551,78.29808253,516.5895902,80.25049272,0,987.2303118,0
0,F,Single,30,Chinese,HDB,0,0,0,0,0,0,1,1,1404.687189,670.0676994,0,0,0,0,365.3440312,0.993445981
0,M,Single,24,Malay,HDB,0,0,0,0,0,0,1,1,812.6809803,2335.172728,0,1921.994345,525.3227258,477.828718,2094.889951,0
1,F,Single,33,Chinese,Overseas Address,1,0,0,0,0,0,1,1,2788.173589,4311.101436,0,524.3001273,394.6695124,0,1074.174617,1.016570367
0,M,Married,56,Chinese,HDB,1,0,0,0,0,1,1,1,604.5706865,22845.12961,0,0,366.2950011,0,638.1693355,3.60709824
0,M,Single,26,Chinese,Private Housing,0,0,0,0,0,0,1,0,2535.523752,156.6426908,0,189.6245618,889.3912132,0,6.298964894,0
0,M,Married,47,Chinese,HDB,0,1,0,0,0,1,1,0,16651.10359,9836.033985,14.01059728,25.58260325,4.926541753,0,21.64013193,0
0,M,Single,33,Unknown,Private Housing,1,0,0,0,0,0,1,1,955.8267817,117.8035274,0,0,166.5623893,0,793.2979251,1.994569331
0,M,Married,42,Chinese,HDB,1,0,0,0,0,0,1,1,2212.836438,29.41723578,0,219.7785571,154.303236,0,1184.269041,1.000603426
0,F,Married,47,Chinese,HDB,1,0,0,1,0,0,1,0,4252.361244,84095.73856,30.52831154,458.9037594,468.3733119,0,375.5154341,0
0,M,Unknown,46,Others,Office Address,0,0,0,0,0,0,1,0,2540.326273,1985.665746,0,5.249462294,139.6242194,0,852.0744391,7.073556063
0,F,Single,66,Chinese,HDB,0,0,0,0,0,0,1,1,2011.368869,5561.135347,0,0,1.812123404,0,149.2475542,0
0,F,Single,40,Malay,HDB,1,0,0,0,0,0,1,0,1398.626424,774.4450899,0,135.8269364,193.8079157,0,308.2017526,1.067908686
0,M,Married,25,Unknown,Private Housing,1,0,0,0,0,0,1,0,1729.994526,1728.804254,0,74.77524911,137.0954961,0,537.8690344,6.723518836
0,M,Married,34,Malay,HDB,1,1,0,0,0,0,1,1,5986.55884,114.7894765,27.21383717,503.6512372,225.7004904,0,4617.866441,0.991491301
1,F,Unknown,32,Chinese,HDB,0,0,0,0,0,0,1,1,1939.495422,2593.80618,100.0496622,587.005531,568.5770666,0,1066.477502,5.883817719
0,M,Single,29,Unknown,HDB,0,0,0,0,0,0,1,0,822.4938399,538.7680522,0,0,372.9635469,46.12087641,1556.752132,0
0,M,Single,69,Chinese,HDB,0,0,0,0,0,0,0,0,1119.526018,6.279839393,0,0,0,0,0,0
0,F,Single,34,Chinese,HDB,1,0,0,0,0,1,1,1,4981.914291,35965.43349,576.5939904,1701.851679,2677.105091,45.83093603,1491.27681,0
0,F,Unknown,33,Chinese,HDB,1,0,0,0,0,0,1,1,4322.967187,4064.167772,0,101.5330926,0,0,21.57200864,0
0,M,Married,35,Indian,Private Housing,0,0,0,0,0,0,1,1,1594.236851,745.1978695,0,0,145.7827158,0,2626.285812,1.949904738
0,M,Single,26,Unknown,HDB,1,0,0,0,0,0,1,1,1635.173017,4625.946584,0,1757.808764,0,0,2253.487051,1.841554759
0,M,Married,27,Malay,HDB,1,0,0,0,0,0,1,1,4116.795539,1513.814045,20.14757603,179.7534936,204.8026424,0,2050.557241,0
0,M,Married,50,Chinese,HDB,0,0,0,0,0,0,0,0,2094.06676,8265.196685,0,0,100.5363036,0,0,0
0,M,Other,58,Others,HDB,0,0,0,0,0,0,0,0,2031.738949,1884.562572,0,203.7539151,230.4453863,0,0,0
0,M,Unknown,58,Chinese,HDB,0,0,0,0,0,0,0,0,705.5047087,20797.45021,0,0,76.97474816,0,0,0
0,M,Married,30,Unknown,Private Housing,0,0,0,0,0,0,0,0,2038.598306,1775.398053,0,0,194.4352021,0,0,0
0,M,Single,29,Indian,HDB,1,0,0,0,0,0,1,0,1008.607937,58.64558843,0,0,574.9331705,0,2467.705714,3.238676349
0,F,Single,58,Chinese,HDB,1,0,0,0,0,1,1,1,1170.626295,4714.754964,66.4544412,635.6297068,808.6281261,0,124.0753204,1.884380415
0,M,Single,36,Chinese,HDB,0,0,0,0,0,0,1,1,3695.562607,76.79870453,0,565.2766653,644.2689349,0,860.1757441,0.952894507
0,M,Unknown,65,Malay,HDB,0,0,0,0,0,0,1,1,1519.004911,6491.423957,0,0,0,0,132.9246817,0
1,M,Married,34,Chinese,HDB,1,0,0,0,0,0,1,1,2723.104428,1056.325948,0,108.0647276,97.92711679,0,2038.127672,2.757188345
0,M,Unknown,57,Chinese,HDB,1,0,0,0,0,0,1,1,4398.226602,1980.154396,0,2748.3525,535.0428203,160.4252117,1694.400668,0
0,F,Single,30,Indian,HDB,0,0,0,0,0,0,1,1,2158.577335,17842.05426,0,74.30088137,24.87123465,268.2296545,639.6636059,0
0,M,Married,45,Chinese,HDB,1,0,1,0,0,0,1,0,4367.802407,15169.90481,0,0,31.05678727,0,637.0093794,4.256596089
0,F,Married,34,Chinese,Private Housing,0,0,0,0,0,0,1,1,1116.981728,56022.97188,443.7480771,229.0465248,93.04640967,0,1439.612008,0
0,F,Unknown,44,Chinese,HDB,1,0,0,0,0,0,1,1,7339.185379,0,0,4.447371907,99.93471464,0,274.616853,5.504266146
0,F,Married,62,Chinese,Private Housing,1,0,0,0,0,1,1,1,4166.728117,1459.15438,0,65.50262823,332.5604006,0,882.0857264,2.172952857
0,F,Single,26,Malay,HDB,1,0,0,0,0,1,1,1,3432.076034,3678.764241,167.3711508,1189.510824,638.6619513,0,3862.84016,1.862189808
0,M,Married,40,Malay,HDB,1,0,0,0,0,0,1,1,2363.478525,10676.34002,0,0,90.66795696,0,4625.79571,6.331048257
0,F,Single,35,Others,HDB,0,0,0,0,0,0,1,0,1034.875394,3354.537079,0,740.9642841,1660.442233,0,53.80412804,0.988325537
0,F,Single,43,Others,Private Housing,0,0,0,0,0,0,1,0,4902.947189,27218.23728,133.0825824,0,0,0,0,0
0,M,Married,50,Chinese,Private Housing,0,0,0,0,0,0,1,1,7771.673554,39516.28701,0,0,256.832401,0,867.622717,0
0,F,Single,37,Others,HDB,1,0,0,0,0,0,1,1,2928.234928,3065.196762,0,1815.680609,1527.754115,0,3659.0545,12.70805361
0,M,Single,24,Chinese,Private Housing,0,0,0,0,0,0,1,1,1325.560206,6919.091774,0,0,0,0,588.585999,4.358998999
0,M,Single,21,Others,Private Housing,1,0,0,0,1,0,1,1,1244.45804,16392.52559,3.060351719,2179.308618,459.0344444,50.78867622,2148.723554,0
0,M,Single,26,Chinese,HDB,1,0,0,0,0,1,1,1,2091.503264,3011.768993,54.69537548,208.2895274,268.7656088,0,815.0914473,0
0,M,Single,28,Unknown,Office Address,0,0,0,0,0,0,1,0,497.7754643,1.076850607,0,0,36.0574343,0,460.6969234,1.078826223
0,F,Married,33,Malay,HDB,1,0,0,0,0,0,1,1,1938.896126,2799.177127,9.528937872,855.6209092,1659.377225,218.5689719,4102.215931,3.853794322
1,M,Single,31,Others,Office Address,1,0,0,0,0,0,1,1,8829.413832,8626.685738,0,202.046254,282.898877,0,512.8743933,11.95511252
0,M,Unknown,40,Others,Private Housing,0,0,0,0,0,0,0,0,907.7840554,1187.838932,0,0,81.4385735,0,0,2.186696541
0,F,Single,37,Malay,HDB,0,0,0,0,0,0,1,0,1403.331935,10.2194221,0,32.50361576,35.31905811,0,592.3651267,0
0,M,Single,32,Indian,Office Address,0,0,0,0,0,0,1,1,2511.893555,43.01111545,0,32.00174848,334.9130706,0,1869.922217,3.202572046
0,F,Single,32,Chinese,HDB,1,0,0,0,0,1,1,1,1601.695658,827.6204847,0,334.0396669,199.8581528,0,588.5496295,0
0,M,Single,24,Chinese,HDB,1,0,0,0,0,0,1,1,2179.10099,4479.561011,50.69319714,1603.500722,721.1164516,0,3396.454269,3.892011967
0,F,Single,27,Unknown,Private Housing,0,0,0,0,0,0,1,1,1430.052879,0,0,0,218.2109314,0,1560.420133,0
0,M,Unknown,38,Chinese,HDB,0,0,0,0,0,0,1,1,4436.441058,260.6256211,107.5744052,610.3470415,27.39939879,0,230.5005964,0
0,M,Single,30,Chinese,HDB,1,1,0,0,0,0,1,1,2027.691349,37.89003077,0,30.28795779,214.2746364,0,2664.975445,7.236950777
0,F,Married,59,Chinese,HDB,1,0,0,0,1,1,1,1,249.3397642,4736.99511,0,175.3775188,869.3112128,0,53.57923465,0
0,M,Married,49,Chinese,HDB,0,0,0,0,0,0,0,0,3371.515294,0,0,0,2.721226739,0,0,0
0,M,Single,30,Chinese,Private Housing,0,0,0,0,0,0,1,1,673.3883661,2227.700841,0,504.0470017,100.353006,0,1010.533179,0.912868328
1,F,Married,27,Others,HDB,1,1,0,0,0,1,1,1,4215.674545,14385.69987,515.9035946,1010.678905,797.2670872,1222.857681,884.6850595,1.891871903
0,M,Married,44,Malay,HDB,0,0,0,0,0,0,1,1,1339.29956,12.50169787,0,229.8323725,342.6536259,0,1938.211165,2.178261571
0,F,Single,38,Malay,HDB,1,0,0,0,0,1,1,1,276.0986141,1029.549281,0,18.02025144,30.08589249,0,256.1253895,1.084314051
0,M,Single,49,Unknown,Office Address,0,0,0,0,0,0,1,1,2161.722147,19.87256134,0,0,55.50692072,0,998.0827252,0
0,M,Single,40,Unknown,Office Address,0,0,0,0,0,0,0,0,920.5844274,0,0,0,513.8534248,0,0,0
0,F,Married,67,Chinese,HDB,0,0,0,0,0,0,1,1,125.2048175,17609.6509,0,0,11.11274787,0,73.02483198,0
0,M,Single,26,Malay,HDB,0,0,0,0,0,0,1,1,1983.113147,1549.82804,15.46148197,934.6150763,160.7606239,352.5259833,2832.49881,3.764503697
0,M,Single,31,Chinese,HDB,1,0,0,0,0,1,1,1,2561.630018,468.7952412,0,0,71.66032918,0,31.03580605,1.068004633
0,F,Married,50,Malay,HDB,1,1,0,0,0,0,1,1,4546.785349,4343.298476,0,387.9096699,0,0,2943.022102,3.967506096
0,F,Single,30,Unknown,HDB,0,0,0,0,0,0,1,1,2104.872711,3508.879427,0,0,172.2531537,0,62.35585278,0
0,M,Single,43,Others,HDB,1,0,0,0,0,0,1,1,6289.575379,35993.93919,0,0,98.19148924,0,2446.275306,4.087937315
0,M,Single,28,Indian,HDB,1,0,0,0,0,0,1,1,3105.600867,126.6629304,59.91744562,1880.197047,1365.361971,141.7668138,3989.611697,0
0,M,Married,53,Unknown,Private Housing,0,0,0,0,0,0,0,0,411.5637593,340.1405684,0,0,0,0,0,0
0,M,Single,21,Unknown,Private Housing,0,0,0,0,0,0,0,0,2199.557662,1712.785106,72.53641797,0,54.64521729,0,0,0
0,M,Single,24,Malay,HDB,1,0,0,0,0,1,1,1,641.1780212,658.2604349,6.760598012,217.7062345,67.43824633,246.6913695,1855.952183,1.044213352
0,F,Single,29,Indian,Overseas Address,1,0,0,0,0,0,1,0,3455.281178,1010.207858,0,0,0,157.3175683,32.04312483,7.147706912
0,M,Married,57,Malay,HDB,0,0,0,0,0,0,1,0,569.9167421,995.6496869,0,0,0,0,5.467564406,0
0,F,Married,43,Chinese,HDB,0,0,0,0,0,0,1,0,6978.845366,145517.1198,257.3702704,871.8677085,1949.507275,478.9632319,1623.3267,0
0,M,Married,66,Malay,HDB,0,0,0,0,0,0,0,0,796.3720152,8437.623843,0,0,313.3920208,0,0,0
0,M,Single,31,Chinese,Office Address,1,0,0,0,0,0,1,1,868.6181628,1.503775443,0,0,266.9053167,12.71544485,2014.277438,3.093440227
1,F,Single,30,Chinese,HDB,1,0,0,0,0,0,1,0,589.1712705,598.8898008,0,5.616234743,0,0,21.20672777,1.002089587
0,M,Married,30,Indian,Private Housing,0,0,0,0,0,0,0,0,2594.350393,1410.97529,0,15.39933676,18.85387519,0,0,0
0,F,Single,36,Chinese,HDB,0,0,0,0,0,0,1,1,1324.827949,2336.763635,0,10.7631274,0,0,1024.535518,0
0,M,Married,51,Others,HDB,0,0,0,0,0,0,1,0,3914.216169,3296.895819,0,131.0306339,554.6104383,0,0,0
0,M,Married,50,Indian,Office Address,0,0,0,0,0,0,1,1,2445.721637,3927.641378,0,0,478.2533307,0,1155.692253,1.943128649
1,F,Single,53,Chinese,Private Housing,0,0,0,0,0,0,1,1,4819.460298,283604.17,0,0,0,0,85.7750386,16.17675262
0,F,Single,38,Chinese,HDB,1,0,0,0,0,1,1,1,54.91681686,841.8092004,0,1859.019764,601.9276227,0,4856.708157,0.927356903
0,M,Single,36,Others,HDB,1,0,0,0,0,0,1,1,3311.423262,363.1833114,0,12.45213846,0,404.6578186,357.5198157,7.643196595
0,M,Single,28,Others,Office Address,0,0,0,0,0,0,1,0,547.5393938,3.418702311,0,0,6.780792786,0,2.806684137,0
0,M,Single,38,Chinese,Office Address,0,0,0,0,0,0,1,0,3232.560928,15555.10676,0,0,220.7219644,0,515.2293575,0
0,M,Single,21,Malay,Private Housing,1,0,0,0,0,1,1,1,678.8759605,11.82132556,32.27050641,683.1237481,272.3174143,0,1178.373268,2.166657962
0,M,Single,37,Indian,HDB,1,0,0,1,0,1,1,1,11935.0367,58418.5925,0,1170.150475,569.9857416,399.129335,536.6686988,0
0,M,Unknown,33,Malay,HDB,0,0,0,0,0,0,1,1,1632.309854,1265.527119,84.98549319,132.9738578,876.1685861,0,1814.717969,6.280321429
0,M,Single,30,Indian,Office Address,1,0,0,0,0,0,1,1,2458.425871,2529.234734,0,0,22.87432696,0,3085.402931,5.524948609
0,F,Married,30,Indian,HDB,1,0,0,0,0,0,1,1,7477.285957,36788.53177,0,405.9407053,148.8525868,0,691.5855727,1.028078088
0,M,Single,30,Chinese,HDB,1,0,0,0,0,0,1,1,2628.713291,48481.25892,0,1951.903701,144.3176795,0,741.5313164,0
0,M,Single,60,Malay,HDB,0,0,0,0,0,0,0,0,1407.549279,401.2303665,0,0,0,0,0,0
0,F,Married,36,Malay,HDB,1,0,0,0,0,0,1,1,2769.162252,916.2995906,0,36.75777196,52.94718024,0,901.3017727,2.898623581
0,M,Married,59,Chinese,Private Housing,0,0,0,0,0,1,1,1,16246.6308,127691.5233,0,183.0787752,0,0,93.21907161,0
0,M,Single,18,Chinese,HDB,1,0,0,0,0,0,1,0,171.9056751,223.6773203,321.8265361,23.72882008,0,0,0,0
0,F,Single,39,Chinese,HDB,1,0,0,0,0,0,1,1,1980.326164,16096.60083,0,241.5356276,878.5852856,0,709.2077574,18.87179424
0,M,Married,73,Malay,HDB,0,0,0,0,0,0,0,0,1737.714878,123.5893998,0,0,0,0,0,0
0,M,Single,24,Others,HDB,0,0,0,0,0,0,1,1,2786.621478,20244.9375,0,2789.388341,154.0710222,0,435.7235261,0
0,F,Single,33,Chinese,HDB,1,0,0,0,0,0,1,1,3269.722451,6.675636415,0,0,44.34307226,0,409.1455477,1.00030388
0,F,Single,47,Indian,HDB,1,0,0,0,0,0,1,1,190.9262386,130251.7788,0,0,0,0,0,0
0,M,Married,33,Indian,HDB,0,0,0,0,0,0,1,1,1998.093463,7.423690391,0,87.81171112,98.43951766,0,1720.055453,3.181259131
0,M,Married,45,Malay,HDB,1,0,0,0,0,1,1,1,3707.910021,6352.655743,25.82575437,962.2246755,579.9616052,30.77386308,713.027414,1.8205211
0,M,Married,66,Chinese,Private Housing,0,0,0,0,0,1,1,0,7417.816379,8005.362835,31.63359713,179.4472594,90.37264696,0,302.8923954,3.630024246
0,F,Single,24,Malay,HDB,1,0,0,0,0,0,1,1,1764.466244,2133.939823,54.33313359,860.1603999,233.8778582,8.850545265,1942.179591,0
0,F,Single,23,Chinese,HDB,1,0,0,0,0,0,1,1,2268.071241,358.8331222,124.4294597,691.9932444,665.3067418,0,2208.840119,1.035270028
0,F,Single,28,Chinese,HDB,0,0,0,0,0,0,1,1,2339.153972,2009.191668,3.372510623,1482.212042,3040.912813,0,1916.68985,1.880412634
0,F,Single,39,Chinese,HDB,0,0,0,0,0,0,1,0,4204.725152,890.6032478,0,0,0,0,0,0
1,M,Unknown,35,Malay,HDB,0,0,0,0,0,0,1,1,3231.478676,1882.537083,0,1159.840052,315.2554325,0,2154.813895,0
0,M,Single,27,Unknown,Office Address,0,0,0,0,0,0,1,1,357.2170153,4.658763912,0,0,33.62681752,0,384.2432245,0
0,M,Single,33,Others,HDB,0,0,0,0,0,0,1,1,1647.51942,3398.805413,103.288222,321.8239897,18.72447753,0,1077.903589,0
0,M,Married,32,Indian,Unknown,0,0,0,0,0,0,1,0,1853.54915,1.814461761,0,0,0,0,1370.585827,1.903127777
0,F,Married,35,Indian,Private Housing,1,0,0,0,0,0,1,0,7253.837783,51482.58206,44.39777504,33.66114397,1155.857124,0,185.4961677,0
0,F,Married,58,Chinese,HDB,0,0,0,0,0,0,0,0,2458.956613,9160.463201,0,0,0,0,0,0
0,F,Married,74,Chinese,HDB,0,0,0,0,0,0,1,0,1382.803113,42763.47388,0,0,10.82092037,0,89.92261927,0
0,M,Married,52,Chinese,Private Housing,1,0,0,1,0,1,1,1,13562.50361,16060.85296,0,278.4690757,40.47696016,0,1061.962304,0
0,M,Married,64,Chinese,HDB,0,0,0,0,0,1,1,0,4829.650648,1000.550409,0,0,123.6758916,0,268.2434448,0
0,M,Single,40,Others,HDB,0,0,0,0,0,0,1,1,2665.809202,2151.97171,4.409764,0,0,0,977.3218656,3.122638673
0,M,Married,36,Unknown,Private Housing,0,0,0,0,0,0,1,1,741.0696023,342.9735627,0,0,3.757334872,0,1083.914699,2.08317184
0,M,Married,48,Chinese,HDB,0,0,0,0,0,0,1,0,2858.166953,2708.826642,0,610.4366017,1117.529038,0,176.4133646,0
0,M,Single,30,Chinese,HDB,1,0,0,0,0,0,1,1,3269.969104,9816.495221,0,849.0624063,212.578157,0,4085.102877,2.006726801
0,M,Single,29,Indian,Unknown,0,0,0,0,0,0,0,0,982.7888256,0,0,0,27.8452383,0,0,0
0,M,Single,28,Unknown,Office Address,0,0,0,0,0,0,1,0,878.7248318,1987.678552,0,0,55.34038487,0,622.0755006,14.56697822
0,M,Single,26,Indian,Private Housing,0,0,0,0,0,0,0,0,754.7655399,354.9338343,0,0,38.77203076,0,0,0
0,F,Other,34,Chinese,HDB,1,0,0,1,0,0,1,0,4858.850622,111842.7553,0,975.6424403,1231.791589,462.1557118,259.5872434,7.630050516
0,M,Single,41,Chinese,HDB,1,1,0,0,0,0,1,1,5368.699445,28424.64515,0,0,0,0,2920.337815,5.734550919
0,M,Single,40,Unknown,Office Address,0,0,0,0,0,0,1,1,672.716778,0,0,266.4989439,0,0,453.2828727,3.875678594
0,F,Married,51,Malay,HDB,1,0,0,0,0,1,1,1,759.3916501,3809.122456,7.864184707,1428.936226,837.1929501,362.6390064,5998.928742,7.640627042
0,F,Single,37,Chinese,HDB,1,0,0,0,0,0,1,0,6141.173306,9885.759177,0,22.33297627,161.3427671,0,355.6521436,6.140056016
1,F,Single,28,Chinese,Private Housing,1,0,0,0,0,0,1,1,4825.646358,69584.35684,7.734004282,0,156.7895097,0,781.1672395,0.914973342
0,M,Married,65,Chinese,HDB,0,0,0,0,0,0,1,1,366.9475967,549.8088884,0,0,1155.235596,0,1667.035754,0
0,M,Married,44,Chinese,Unknown,1,0,0,0,0,1,1,0,257.9479161,0.534358732,0,0,1283.784936,0,263.9974695,0
0,F,Married,63,Chinese,HDB,0,0,0,0,0,0,0,0,5053.080753,158166.0485,0,100.9683186,33.09557807,0,0,0
0,M,Single,29,Indian,HDB,1,0,0,0,0,0,1,1,2411.840359,51.12408604,0,96.85370694,100.1677918,0,1837.583178,12.74825839
0,F,Single,23,Malay,Unknown,0,0,0,0,0,0,1,0,842.490276,5054.65577,38.84805426,538.8713234,471.3928728,114.5948951,398.8744861,0
0,M,Single,32,Indian,Unknown,0,0,0,0,0,0,1,0,960.2203375,0,0,0,0,0,21.04543363,0
0,M,Married,64,Chinese,HDB,0,0,0,0,0,1,1,0,1866.769228,24379.00159,0,0,0,0,600.9359164,0
0,F,Unknown,35,Chinese,HDB,0,0,0,0,0,1,1,1,3283.420552,5688.30685,0,1350.207732,148.2335706,0,1673.707043,0
0,M,Single,32,Malay,HDB,0,1,0,0,0,1,1,1,2149.260137,6652.169525,0,0,0,0,1677.212234,1.088497513
0,M,Unknown,25,Chinese,Private Housing,1,0,0,0,0,0,1,1,3250.194682,10097.05539,10.71021651,430.3343448,458.1487565,0,476.8614334,3.978786945
0,M,Married,76,Chinese,HDB,0,0,0,0,0,0,1,0,1219.910619,5824.143679,0,0,0,0,196.3284557,0
0,M,Unknown,48,Malay,HDB,0,0,0,0,0,0,0,0,1227.29861,3167.939542,64.34039268,0,17.49771809,0,0,0
0,F,Married,52,Chinese,Private Housing,1,0,0,0,0,0,1,1,1857.891541,1075.088628,0,0,0,0,546.1412171,0
0,F,Single,35,Chinese,HDB,0,0,0,0,0,1,1,0,390.4416632,2184.120531,0,150.3368458,170.1141982,0,45.05340894,0
0,F,Married,38,Chinese,HDB,1,0,0,1,0,1,1,1,5800.121322,36722.45479,0,51.33824554,0,0,430.0457371,3.188097711
0,M,Married,61,Chinese,HDB,1,0,0,0,0,0,1,0,1949.899935,225.0279008,0,80.83821411,147.6268425,0,787.9325568,0
0,M,Married,48,Indian,HDB,1,0,0,0,0,0,1,1,6314.442192,114571.0921,0,74.86274353,207.9667423,0,0,1.084698859
0,M,Other,59,Indian,HDB,0,0,0,0,0,0,0,0,3164.018831,15009.05054,0,0,100.2307052,0,0,0
0,M,Single,22,Chinese,Private Housing,1,0,0,0,0,0,1,1,1264.383654,53520.41724,62.25808606,3426.083013,443.2552982,0,1023.813574,0
0,M,Single,26,Chinese,Private Housing,1,0,0,0,0,1,1,1,4739.722166,3862.286863,0,7.541113061,28.99996823,0,1766.125757,16.40139031
0,M,Married,58,Malay,HDB,0,0,0,1,0,0,1,1,2399.725813,580.3995355,0,0,0,0,1479.285889,0.972883903
0,M,Married,49,Unknown,Private Housing,0,0,0,0,0,0,0,0,934.105271,3963.016361,0,0,0,0,0,0
0,M,Unknown,29,Others,HDB,0,0,0,0,0,0,1,1,2264.872378,23.12356993,0,543.07204,104.3676773,267.1805862,1177.687942,0.922910427
0,M,Single,24,Chinese,Private Housing,1,0,0,0,0,1,1,1,744.2046898,17466.91804,28.01999632,112.8606051,65.52631251,0,406.7819431,4.331936782
0,M,Unknown,72,Chinese,HDB,0,0,0,0,0,0,0,0,3584.852439,14289.74367,0,0,335.5339034,0,0,0
0,M,Single,22,Chinese,HDB,1,0,0,0,0,1,1,0,801.4657557,48.10140008,0,3.800786623,0,0,0,0
1,M,Single,41,Others,Overseas Address,1,0,0,0,0,0,1,1,7318.893243,8085.852668,105.8052528,485.6544295,416.1103972,724.7460255,1447.099245,0.98565849
0,M,Single,36,Indian,HDB,1,0,0,0,0,0,1,1,3376.188391,68477.50866,0,68.0243731,121.0014274,152.4789311,1096.490821,0.934793722
0,F,Married,48,Others,HDB,0,0,0,0,0,0,1,1,1552.95866,3169.183376,0,105.0432045,0,0,1357.42265,2.176102309
0,M,Single,33,Indian,HDB,1,0,0,0,0,0,1,1,2557.985564,68.00566416,0,0,998.619536,0,2641.003446,2.791638454
0,F,Married,29,Malay,HDB,1,0,0,0,0,1,1,1,579.1160923,6614.83066,87.96638222,384.1484787,514.6114458,0,5743.64468,0.997755023
0,M,Married,70,Chinese,HDB,1,0,0,1,0,1,1,0,1729.396833,63312.0418,0,1.367365879,160.5908434,0,128.2642672,9.836773981
0,M,Single,32,Malay,HDB,1,0,0,0,0,0,1,1,2477.978905,0,80.06155537,158.2312614,398.5464434,0,1294.69671,27.10881751
0,F,Single,38,Others,HDB,1,0,0,0,0,1,1,1,4574.67314,468.8969359,0,149.4793226,165.6503141,0,1427.296132,1.072793345
0,F,Married,51,Others,HDB,0,0,0,1,0,1,1,1,703.1720828,18139.59616,0,0,1159.689564,0,627.7413733,0
0,F,Single,21,Chinese,HDB,1,0,0,0,0,0,1,1,171.9424538,11525.98429,442.6829389,2527.161464,1210.021368,432.7805332,2684.717624,3.217129062
0,F,Single,47,Chinese,HDB,1,0,0,0,0,0,1,1,1336.623255,3050.916163,0,22.97377241,273.1510946,0,874.6962164,1.073363638
0,F,Single,30,Indian,HDB,0,0,0,0,0,0,1,1,731.4056225,582.633727,0,220.0726104,148.3098616,0,971.6502325,0
0,F,Single,22,Chinese,HDB,1,0,0,0,0,0,1,1,2018.93656,6476.283558,284.9379281,667.7283508,603.0228141,0,504.9267446,7.334343705
0,F,Married,53,Chinese,HDB,1,0,0,0,0,1,1,1,208.4386862,8970.169813,0,112.3625519,544.9538448,0,740.7817182,0
0,F,Single,21,Chinese,HDB,1,0,0,0,0,0,1,1,335.1172469,19828.15472,0,143.0252403,4.433404782,0,1097.76516,0
0,M,Single,31,Chinese,HDB,1,0,0,0,1,0,1,1,444.2188045,476.5718167,0,59.65119154,0,0,0,0
0,F,Unknown,28,Indian,HDB,1,0,0,0,0,0,1,1,1887.11864,1044.402624,25.71384207,360.9544387,138.3641563,0,303.1554529,1.061173643
0,F,Married,71,Chinese,HDB,1,0,0,0,0,0,1,1,1199.657957,8282.060734,0,149.4371584,216.9817072,0,1744.833331,2.1246635
0,M,Single,32,Chinese,Overseas Address,1,0,0,0,0,0,1,1,771.1955575,0,0,0,0,0,938.0412457,3.605211294
0,M,Single,34,Unknown,Office Address,0,0,0,0,0,0,0,0,690.6653672,974.2288571,0,0,32.10014485,0,0,0
0,M,Married,54,Chinese,HDB,0,0,0,0,0,0,1,1,10953.92571,67074.83259,0,63.76644941,0,0,1497.851596,15.75768324
0,M,Single,21,Indian,Private Housing,1,0,0,0,0,0,1,0,1288.293901,8675.269296,289.3402178,220.9444657,752.8824035,0,414.5536229,0.97459205
0,M,Married,42,Indian,Private Housing,1,0,0,0,0,0,1,0,6596.085806,7717.218212,34.3092486,1489.310756,1497.550808,0,0,0
0,M,Single,20,Unknown,HDB,1,0,0,0,0,0,1,0,2786.31072,2818.224531,73.44977569,1058.843511,0,0,2861.158293,3.112733591
0,F,Unknown,25,Chinese,Private Housing,1,0,0,0,0,0,1,1,544.1629867,17.89164961,1.389455826,962.8904274,221.5533426,0,1559.717053,0
0,F,Married,75,Malay,HDB,0,0,0,0,0,0,0,0,270.7573383,1020.941426,0,0,328.310552,0,0,0
0,F,Married,34,Others,HDB,1,0,0,0,0,0,1,1,476.6905277,1553.302754,0,117.4058206,179.6261524,0,1636.242208,0
0,F,Single,29,Malay,HDB,1,0,0,0,0,1,1,1,1654.576544,1539.59483,46.91291708,972.4927092,785.17378,0,1502.121619,1.012818265
0,M,Married,32,Unknown,Office Address,0,0,0,0,0,0,1,1,1995.758894,535.3528605,0,266.8308549,29.36485898,0,458.0356665,4.915139465
0,F,Unknown,61,Malay,HDB,0,0,0,0,0,1,0,0,949.7160984,481.6362042,0,2.055393748,102.6560222,0,0,0
0,M,Unknown,24,Indian,Private Housing,1,0,0,0,0,0,1,1,768.9308591,530.2351729,0,445.8447851,0,0,1046.596376,0
0,M,Single,22,Chinese,Private Housing,1,0,0,0,0,0,1,1,661.5378267,16349.3347,0,49.6193148,5.804702513,0,140.0529172,5.450849426
